0051489_A	00010909_a	0
0051489_A	00004001_a	1
0051489_A	00006260_a	2
0051489_A	00001765_a	3
0051489_A	00004054_a	4
0051489_A	00011136_a	5
0051489_A	00007276_a	6
0051489_A	00005757_a	7
0051489_A	00007912_a	8
0051489_A	00003622_a	9
0051489_A	00011502_a	10
0051489_A	00001250_a	11
0051489_A	00013283_a	12
0051489_A	00002002_a	13
0051489_A	00010176_a	14
0051489_A	00008172_a	15
0051489_A	00012434_a	16
0051489_A	00013853_a	17
0051489_A	00012006_a	18
0051489_A	00012836_a	19
0051489_A	00000995_a	20
0051489_A	00013631_a	21
0049326_A	00009329_a	0
0049326_A	00007750_a	1
0049326_A	00005602_a	2
0049326_A	00005844_a	3
0049326_A	00009698_a	4
0049326_A	00012991_a	5
0049326_A	00010074_a	6
0049326_A	00003802_a	7
0049326_A	00013226_a	8
0049326_A	00003966_a	9
0049326_A	00011551_a	10
0049326_A	00002587_a	11
0049326_A	00010176_a	12
0049326_A	00012545_a	13
0049326_A	00010129_a	14
0049326_A	00014071_a	15
0049326_A	00006260_a	16
0049326_A	00010527_a	17
0049326_A	00013136_a	18
0049326_A	00005245_a	19
0049326_A	00001609_a	20
0049326_A	00007397_a	21
0046256_A	00010074_a	0
0046256_A	00010756_a	1
0046256_A	00005950_a	2
0046256_A	00000603_a	3
0046256_A	00010025_a	4
0046256_A	00003802_a	5
0046256_A	00005602_a	6
0046256_A	00009915_a	7
0046256_A	00000430_a	8
0046256_A	00003966_a	9
0046256_A	00000805_a	10
0046256_A	00004811_a	11
0046256_A	00012031_a	12
0046256_A	00007171_a	13
0046256_A	00012725_a	14
0046256_A	00004401_a	15
0046256_A	00010835_a	16
0046256_A	00008780_a	17
0046256_A	00014071_a	18
0046256_A	00004191_a	19
0046256_A	00003929_a	20
0046256_A	00013883_a	21
0011616_A	00000247_a	0
0011616_A	00005941_a	1
0011616_A	00010588_a	2
0011616_A	00001076_a	3
0011616_A	00010249_a	4
0011616_A	00012395_a	5
0011616_A	00003603_a	6
0011616_A	00012640_a	7
0011616_A	00006957_a	8
0011616_A	00007719_a	9
0011616_A	00005655_a	10
0011616_A	00008351_a	11
0011616_A	00002291_a	12
0011616_A	00008016_a	13
0011616_A	00002795_a	14
0011616_A	00003334_a	15
0011616_A	00007882_a	16
0011616_A	00009463_a	17
0011616_A	00012616_a	18
0011616_A	00005027_a	19
0011616_A	00008303_a	20
0011616_A	00003821_a	21
0009135_A	00005950_a	0
0009135_A	00006260_a	1
0009135_A	00006996_a	2
0009135_A	00005265_a	3
0009135_A	00009413_a	4
0009135_A	00004424_a	5
0009135_A	00007820_a	6
0009135_A	00009366_a	7
0009135_A	00008492_a	8
0009135_A	00011690_a	9
0009135_A	00003802_a	10
0009135_A	00012034_a	11
0009135_A	00010309_a	12
0009135_A	00009299_a	13
0009135_A	00005671_a	14
0009135_A	00010157_a	15
0009135_A	00000603_a	16
0009135_A	00008558_a	17
0009135_A	00008658_a	18
0009135_A	00007461_a	19
0009135_A	00006139_a	20
0009135_A	00005681_a	21
0032118_A	00006250_a	0
0032118_A	00008158_a	1
0032118_A	00006855_a	2
0032118_A	00006260_a	3
0032118_A	00001542_a	4
0032118_A	00008620_a	5
0032118_A	00006967_a	6
0032118_A	00001926_a	7
0032118_A	00007204_a	8
0032118_A	00010076_a	9
0032118_A	00005968_a	10
0032118_A	00002440_a	11
0032118_A	00005574_a	12
0032118_A	00008172_a	13
